,model_type,clf,parameters,auc-roc,precision_5,accuracy_5,recall_5,precision_10,accuracy_10,recall_10,precision_20,accuracy_20,recall_20,runtime,y_pred_probs
10,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'n_estimators': 10, 'max_depth': 50, 'min_samples_split': 10, 'max_features': 'sqrt'}",0.8102701020592231,0.43933333333333335,0.9258333333333333,0.3225648556045032,0.329,0.8977,0.4831130690161527,0.22366666666666668,0.8213666666666667,0.6568771414586393,1.7843260765075684,"[ 0.          0.11111111  0.04285714 ...,  0.1         0.01818182  0.        ]"
11,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'max_features': 'sqrt'}",0.8416509456318231,0.4706666666666667,0.9289666666666667,0.3455702398433676,0.3516666666666667,0.9022333333333333,0.5163974547234459,0.235,0.8259,0.6901615271659325,14.124032735824585,"[ 0.02763889  0.04689017  0.02434722 ...,  0.00309524  0.07430471  0.        ]"
12,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'n_estimators': 10, 'max_depth': 50, 'min_samples_split': 2, 'max_features': 'log2'}",0.7764849910842206,0.44533333333333336,0.9264333333333333,0.3269701419481155,0.369,0.9057,0.5418502202643172,0.25616666666666665,0.8343666666666667,0.7523250122369065,1.5962262153625488,"[ 0.   0.2  0.  ...,  0.   0.2  0. ]"
13,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'max_features': 'log2'}",0.8329152116710385,0.45266666666666666,0.9271666666666667,0.3323543808125306,0.341,0.9001,0.5007342143906021,0.23083333333333333,0.8242333333333334,0.6779246206558982,15.085600852966309,"[ 0.02  0.07  0.03 ...,  0.01  0.07  0.  ]"
14,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'n_estimators': 10, 'max_depth': 50, 'min_samples_split': 10, 'max_features': 'log2'}",0.8122479139044226,0.44466666666666665,0.9263666666666667,0.32648066568771417,0.33566666666666667,0.8990333333333334,0.49290259422418015,0.22016666666666668,0.8199666666666666,0.6465981399902104,1.9030215740203857,"[ 0.          0.1         0.         ...,  0.01111111  0.085       0.        ]"
15,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=-1, oob_score=False,
            random_state=None, verbose=0, warm_start=False)","{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'max_features': 'log2'}",0.840972503556831,0.476,0.9295,0.34948604992657856,0.34833333333333333,0.9015666666666666,0.5115026921194322,0.23616666666666666,0.8263666666666667,0.693587860988742,16.04801917076111,"[ 0.01376923  0.04200811  0.0055     ...,  0.01928283  0.07154493
  0.0022619 ]"
16,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt'}",0.8063440496892024,0.43466666666666665,0.9253666666666667,0.3191385217816936,0.3263333333333333,0.8971666666666667,0.47919725893294174,0.2225,0.8209,0.6534508076358296,0.8396265506744385,"[ 0.00308887  0.09014322  0.07798785 ...,  0.01919339  0.05452865
  0.00308887]"
17,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'sqrt'}",0.819104932333413,0.44533333333333336,0.9264333333333333,0.3269701419481155,0.33666666666666667,0.8992333333333333,0.4943710230053842,0.226,0.8223,0.6637298091042585,0.33727502822875977,"[ 0.01442841  0.09298441  0.01520288 ...,  0.0221519   0.08221477
  0.00681431]"
18,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'sqrt'}",0.8046970812161346,0.444,0.9263,0.32599118942731276,0.33066666666666666,0.8980333333333334,0.4855604503181596,0.22666666666666666,0.8225666666666667,0.6656877141458639,0.3267812728881836,"[ 0.01091618  0.06036745  0.04044118 ...,  0.01121831  0.06036745
  0.02925497]"
19,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2'}",0.8005892588945636,0.424,0.9243,0.31130690161527164,0.33266666666666667,0.8984333333333333,0.4884973078805678,0.22516666666666665,0.8219666666666666,0.6612824278022515,0.5962376594543457,"[ 0.01073663  0.0736465   0.02868617 ...,  0.01319008  0.05910987
  0.01319008]"
20,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2'}",0.8166110930689291,0.43066666666666664,0.9249666666666667,0.31620166421928536,0.3433333333333333,0.9005666666666666,0.5041605482134116,0.22883333333333333,0.8234333333333334,0.6720509055310817,0.6272830963134766,"[ 0.01476547  0.06946688  0.02515471 ...,  0.02515471  0.05943359
  0.00599121]"
21,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2'}",0.8086159464772058,0.4613333333333333,0.9280333333333334,0.3387175721977484,0.33266666666666667,0.8984333333333333,0.4884973078805678,0.22466666666666665,0.8217666666666666,0.6598139990210474,0.5512847900390625,"[ 0.00662252  0.10448485  0.02886881 ...,  0.01813092  0.10448485
  0.00925314]"
22,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt'}",0.5621075639358122,0.31933333333333336,0.9138333333333334,0.2344591287322565,0.15966666666666668,0.8638333333333333,0.2344591287322565,0.12683333333333333,0.7826333333333333,0.372491434165443,0.6852455139160156,"[ 1.          0.05764967  0.         ...,  0.          0.          0.        ]"
23,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'sqrt'}",0.6334020914679631,0.35333333333333333,0.9172333333333333,0.25942241801272636,0.24866666666666667,0.8816333333333334,0.36514929025942244,0.1625,0.7969,0.47723935389133626,0.4221060276031494,"[ 0.          0.09090909  0.         ...,  0.          0.06666667  0.        ]"
24,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'sqrt'}",0.680455463464266,0.336,0.9155,0.24669603524229075,0.27566666666666667,0.8870333333333333,0.40479686735193343,0.18033333333333335,0.8040333333333334,0.5296133137542829,0.5515494346618652,"[ 0.          0.          0.01385042 ...,  0.          0.03061224  0.        ]"
25,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2'}",0.601798394993388,0.29533333333333334,0.9114333333333333,0.21683798335780716,0.22566666666666665,0.8770333333333333,0.33137542829172784,0.13716666666666666,0.7867666666666666,0.40283896231032795,0.42976999282836914,"[ 0.01724138  0.04477612  0.01538462 ...,  0.          0.2         0.        ]"
26,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2'}",0.6294805474549572,0.29,0.9109,0.21292217327459617,0.22633333333333333,0.8771666666666667,0.3323543808125306,0.15466666666666667,0.7937666666666666,0.45423396965247187,0.35268354415893555,"[ 1.          1.          0.09259259 ...,  0.02688172  0.          0.        ]"
27,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2'}",0.6690026346488229,0.3313333333333333,0.9150333333333334,0.24326970141948115,0.27,0.8859,0.3964757709251101,0.18216666666666667,0.8047666666666666,0.534997552618698,0.5146872997283936,"[ 0.00832639  0.2         0.         ...,  0.05514706  0.          0.        ]"
28,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 50, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'sqrt'}",0.6007668741543876,0.35,0.9169,0.25697503671071953,0.483,0.9285,0.7092511013215859,0.3405,0.8681,1.0,0.46636414527893066,"[ 0.  0.  0. ...,  0.  0.  0.]"
29,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 50, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'sqrt'}",0.631284389243946,0.31466666666666665,0.9133666666666667,0.2310327949094469,0.23433333333333334,0.8787666666666667,0.3441018110621635,0.3405,0.8681,1.0,0.49695920944213867,"[ 0.          0.33333333  0.         ...,  0.          0.          0.        ]"
30,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 50, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'sqrt'}",0.664181406411647,0.354,0.9173,0.2599118942731278,0.253,0.8825,0.37151248164464024,0.3405,0.8681,1.0,0.5234987735748291,"[ 0.  0.  0. ...,  0.  0.  0.]"
31,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 50, 'min_samples_split': 2, 'criterion': 'gini', 'max_features': 'log2'}",0.6004602708610389,0.35133333333333333,0.9170333333333334,0.2579539892315223,0.4683333333333333,0.9255666666666666,0.6877141458639257,0.3405,0.8681,1.0,0.62107253074646,"[ 0.  0.  0. ...,  0.  0.  0.]"
32,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 50, 'min_samples_split': 5, 'criterion': 'gini', 'max_features': 'log2'}",0.6397340219931837,0.32266666666666666,0.9141666666666667,0.23690651003426333,0.24466666666666667,0.8808333333333334,0.35927557513460595,0.3405,0.8681,1.0,0.4770629405975342,"[ 0.  0.  0. ...,  0.  0.  0.]"
33,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 50, 'min_samples_split': 10, 'criterion': 'gini', 'max_features': 'log2'}",0.66751596234137,0.32266666666666666,0.9141666666666667,0.23690651003426333,0.25,0.8819,0.3671071953010279,0.3405,0.8681,1.0,0.46930670738220215,"[ 0.  0.  0. ...,  0.  0.  0.]"
34,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 2, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.7979952290552632,0.4226666666666667,0.9241666666666667,0.3103279490944689,0.32133333333333336,0.8961666666666667,0.4718551150269212,0.2115,0.8165,0.6211453744493393,0.39646077156066895,"[ 0.0053432   0.06031746  0.01978094 ...,  0.03341646  0.18471338
  0.01111317]"
35,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 5, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.8121370958627796,0.422,0.9241,0.30983847283406757,0.32766666666666666,0.8974333333333333,0.4811551639745472,0.22916666666666666,0.8235666666666667,0.6730298580518845,0.4752078056335449,"[ 0.02660068  0.0973236   0.01968771 ...,  0.0206334   0.07618591
  0.0008285 ]"
36,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 10, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.8033006198194271,0.426,0.9245,0.31277533039647576,0.318,0.8955,0.4669603524229075,0.22466666666666665,0.8217666666666666,0.6598139990210474,0.31401920318603516,"[ 0.01724964  0.05335628  0.01741336 ...,  0.02823018  0.05335628
  0.00274662]"
37,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 2, 'criterion': 'entropy', 'max_features': 'log2'}",0.7977378500172393,0.4493333333333333,0.9268333333333333,0.3299069995105237,0.3446666666666667,0.9008333333333334,0.5061184532550171,0.22416666666666665,0.8215666666666667,0.6583455702398434,0.3552250862121582,"[ 0.01027676  0.04750594  0.00877193 ...,  0.0216877   0.10366552
  0.00297398]"
38,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 5, 'criterion': 'entropy', 'max_features': 'log2'}",0.8061985129215026,0.41333333333333333,0.9232333333333334,0.3034752814488497,0.31733333333333336,0.8953666666666666,0.46598139990210474,0.21583333333333332,0.8182333333333334,0.6338717572197748,0.3639864921569824,"[ 0.00780403  0.125       0.04503753 ...,  0.01475459  0.03220036
  0.00381069]"
39,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 10, 'min_samples_split': 10, 'criterion': 'entropy', 'max_features': 'log2'}",0.8098398034559435,0.44533333333333336,0.9264333333333333,0.3269701419481155,0.332,0.8983,0.48751835535976507,0.23033333333333333,0.8240333333333333,0.6764561918746941,0.4077146053314209,"[ 0.01324503  0.06888634  0.03388823 ...,  0.00366512  0.05058366
  0.0069712 ]"
40,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 2, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.6022747313627628,0.30333333333333334,0.9122333333333333,0.2227116984826236,0.22466666666666665,0.8768333333333334,0.3299069995105237,0.1375,0.7869,0.40381791483113066,0.6260302066802979,"[ 0.          0.          0.03846154 ...,  0.01321586  0.          0.        ]"
41,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=50,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_depth': 20, 'min_samples_split': 5, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.6478316352234591,0.31533333333333335,0.9134333333333333,0.23152227116984828,0.24833333333333332,0.8815666666666667,0.36465981399902103,0.1605,0.7961,0.4713656387665198,0.4984264373779297,"[ 0.          0.04225352  0.         ...,  0.          0.          0.        ]"
